0,234.81688658230033
1,195.3146937900364
2,181.3608422878324
3,170.53606752972743
4,163.92562178943666
5,161.57791062173985
6,160.8901828410081
7,156.25555149614664
8,155.44419256857975
9,154.8524310888759
10,150.65171473227227
11,150.46871607187214
12,149.97764212708748
13,149.93686962460214
14,147.61729538143524
15,147.46859437909293
16,147.45101072765
17,147.2596684869392
18,146.1311797266296
19,146.123124027665
20,146.1180656300662
21,146.11129823422905
22,146.1036445175245
23,146.10092129131516
24,146.08360995651745
25,146.077784029626
26,146.05617130286794
27,146.04680829453875
28,146.04053205660801
29,146.03615142489784
30,146.0341108502768
31,146.02687235677166
32,146.02490336347662
33,146.01732761688828
34,146.0154498675089
35,146.01307594887788
36,146.00633121113108
37,145.9962765132126
38,145.990923535505
39,145.9893328952571
40,145.98749556768726
41,145.98557631291285
42,145.98298627587764
43,145.96581131839486
44,145.96424637381514
45,145.96067673871855
46,145.95601861941972
47,145.94301092983991
48,145.94026421539525
49,145.93493536503243
50,145.9330118086505
51,145.9321704831777
52,145.92942759286777
53,145.9232958520235
54,145.90097471296107
55,145.89531081359962
56,145.89195260371793
57,145.8903102619722
58,145.88887166833064
59,145.8836385332915
60,145.86316073645335
61,145.86268417736957
62,145.85717234252783
63,145.85352996546013
64,145.85239115374833
65,145.83857062673243
66,145.8276105179199
